2013-11-09T00:00-05:00,15718.075
2013-11-09T00:15-05:00,16083.488
2013-11-09T00:30-05:00,14531.018
2013-11-09T00:45-05:00,14426.021
2013-11-09T01:00-05:00,14497.501
2013-11-09T01:15-05:00,15682.077
2013-11-09T01:30-05:00,15682.077
2013-11-09T01:45-05:00,15682.077
2013-11-09T02:00-05:00,14261.638
2013-11-09T02:15-05:00,13706.816
2013-11-09T02:30-05:00,13706.816
2013-11-09T02:45-05:00,13706.816
2013-11-09T03:00-05:00,14248.754
2013-11-09T03:15-05:00,14248.754
2013-11-09T03:30-05:00,14248.754
2013-11-09T03:45-05:00,14248.754
2013-11-09T04:00-05:00,14248.754
2013-11-09T04:15-05:00,14248.754
2013-11-09T04:30-05:00,14248.754
2013-11-09T04:45-05:00,14248.754
2013-11-09T05:00-05:00,15949.461
2013-11-09T05:15-05:00,15949.461
2013-11-09T05:30-05:00,15949.461
2013-11-09T05:45-05:00,15949.461
2013-11-09T06:00-05:00,15241.965
2013-11-09T06:15-05:00,15241.965
2013-11-09T06:30-05:00,15241.965
2013-11-09T06:45-05:00,15241.965
2013-11-09T07:00-05:00,15496.107
2013-11-09T07:15-05:00,15520.877
2013-11-09T07:30-05:00,15520.877
2013-11-09T07:45-05:00,15520.877
2013-11-09T08:00-05:00,15520.877
2013-11-09T08:15-05:00,15520.877
2013-11-09T08:30-05:00,15671.517
2013-11-09T08:45-05:00,15624.237
2013-11-09T09:00-05:00,16137.014
2013-11-09T09:15-05:00,16185.83
2013-11-09T09:30-05:00,14759.164
2013-11-09T09:45-05:00,14866.025
2013-11-09T10:00-05:00,15791.132
2013-11-09T10:15-05:00,15791.132
2013-11-09T10:30-05:00,15852.613
2013-11-09T10:45-05:00,15852.613
2013-11-09T11:00-05:00,16077.802
2013-11-09T11:15-05:00,16107.233
2013-11-09T11:30-05:00,16107.233
2013-11-09T11:45-05:00,16107.233
2013-11-09T12:00-05:00,16107.233
2013-11-09T12:15-05:00,16107.233
2013-11-09T12:30-05:00,16107.233
2013-11-09T12:45-05:00,16107.233
2013-11-09T13:00-05:00,16107.233
2013-11-09T13:15-05:00,16107.233
2013-11-09T13:30-05:00,16107.233
2013-11-09T13:45-05:00,16107.233
2013-11-09T14:00-05:00,16107.233
2013-11-09T14:15-05:00,16107.233
2013-11-09T14:30-05:00,16107.233
2013-11-09T14:45-05:00,16063.064
2013-11-09T15:00-05:00,16063.064
2013-11-09T15:15-05:00,16063.064
2013-11-09T15:30-05:00,16063.064
2013-11-09T15:45-05:00,16063.064
